customerID,Churn,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_PaperlessBilling,account_Charges.Monthly,account_Charges.Total,Cuentas_Diarias,customer_gender_male,internet_InternetService_fiber optic,internet_InternetService_no,account_Contract_one year,account_Contract_two year,account_PaymentMethod_credit card (automatic),account_PaymentMethod_electronic check,account_PaymentMethod_mailed check
6261-LHRTG,False,0,0,0,26,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,54.75,1406.9,1.825,False,False,False,False,False,True,False,False
6261-RCVNS,True,0,0,0,42,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,73.9,3160.55,2.4633333333333334,False,False,False,True,False,True,False,False
6265-FRMTQ,False,0,0,0,31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.4,609.1,0.6799999999999999,True,False,True,False,True,False,False,False
6265-SXWBU,False,0,1,1,69,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,95.75,6511.25,3.191666666666667,True,True,False,True,False,True,False,False
6266-QHOJZ,False,0,0,0,65,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,89.85,5844.65,2.9949999999999997,False,True,False,True,False,False,True,False
6267-DCFFZ,False,1,1,0,30,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,90.05,2627.2,3.0016666666666665,False,True,False,False,False,False,True,False
6270-OMFIW,True,0,1,0,60,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,94.4,5610.25,3.146666666666667,True,True,False,True,False,False,True,False
6271-PRTUU,True,0,1,1,28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.55,543.8,0.6516666666666667,False,False,True,False,False,False,False,False
6272-HWGNQ,True,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,85.0,85.0,2.8333333333333335,False,True,False,False,False,False,True,False
6275-YDUVO,True,0,0,0,2,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,86.2,178.7,2.8733333333333335,False,True,False,False,False,False,False,True
6278-FEPBZ,False,0,0,0,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.25,186.15,0.675,False,False,True,False,False,False,False,True
6281-FKEWS,False,0,0,0,44,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,49.05,2265.0,1.635,False,False,False,True,False,False,True,False
6283-GITPX,False,0,0,1,71,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,76.9,5522.7,2.5633333333333335,True,False,False,False,True,True,False,False
6284-AHOOQ,True,1,0,0,22,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,90.5,1910.6,3.0166666666666666,True,True,False,False,False,False,False,False
6284-KMNUF,False,0,1,0,56,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,98.0,5270.6,3.2666666666666666,False,True,False,True,False,False,True,False
6285-FTQBF,False,0,1,1,72,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.55,1867.7,0.8516666666666667,True,False,True,False,True,True,False,False
6286-SUUWT,False,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.95,19.95,0.6649999999999999,True,False,True,False,False,False,False,True
6286-ZHAOK,False,0,1,1,20,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.55,507.4,0.8516666666666667,False,False,True,False,False,False,False,False
6288-CHQJB,False,0,1,1,54,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,69.95,3871.85,2.3316666666666666,False,False,False,False,True,False,False,False
6288-LBEAR,False,0,0,0,23,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,79.1,1783.75,2.6366666666666663,False,True,False,False,False,False,False,True
6289-CPNLD,True,0,1,1,33,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,73.9,2405.05,2.4633333333333334,True,False,False,True,False,False,False,True
6292-TOSSS,False,0,0,0,50,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.9,1195.25,0.83,True,False,True,False,True,False,False,False
6295-OSINB,False,0,1,0,72,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,109.65,7880.25,3.6550000000000002,True,True,False,False,True,False,True,False
6296-DDOOR,False,0,0,0,19,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,58.2,1045.25,1.9400000000000002,False,False,False,True,False,False,True,False
6297-NOOPG,False,0,1,0,70,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,110.5,7752.05,3.683333333333333,False,True,False,False,True,False,True,False
6298-QDFNH,True,0,0,0,22,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,79.35,1730.35,2.645,True,True,False,False,False,False,True,False
6300-BWMJX,False,0,1,0,59,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,93.35,5386.5,3.1116666666666664,False,True,False,False,False,False,True,False
6302-JGYRJ,True,0,0,1,31,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,79.45,2587.7,2.6483333333333334,True,False,False,True,False,False,False,True
6303-APKJD,True,1,1,0,57,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,89.85,4925.35,2.9949999999999997,True,True,False,False,False,False,True,False
6303-KFWSL,False,0,0,0,29,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,55.25,1620.2,1.8416666666666666,False,False,False,True,False,False,True,False
6304-IJFSQ,True,0,0,0,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,49.9,130.1,1.6633333333333333,True,False,False,False,False,False,False,True
6305-YLBMM,True,0,0,0,69,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,104.05,7262.0,3.4683333333333333,True,True,False,True,False,False,False,False
6308-CQRBU,False,0,1,0,71,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,109.25,7707.7,3.6416666666666666,False,True,False,False,True,False,True,False
6311-UEUME,True,0,0,0,29,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,78.9,2384.15,2.6300000000000003,False,True,False,False,False,False,True,False
6313-GIDIT,True,1,0,0,53,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,54.45,2854.55,1.8150000000000002,True,False,False,False,False,False,True,False
6317-YPKDH,True,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,29.95,29.95,0.9983333333333333,False,False,False,False,False,False,False,False
6319-IEJWJ,True,0,1,1,20,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,90.2,1776.55,3.006666666666667,True,True,False,False,False,False,True,False
6319-QSUSR,False,0,0,1,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.7,216.2,0.6566666666666666,False,False,True,False,False,True,False,False
6319-ZXCPZ,True,0,1,0,60,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,95.75,5742.9,3.191666666666667,True,True,False,False,False,False,True,False
6322-HRPFA,False,0,1,1,49,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,59.6,2970.3,1.9866666666666668,True,False,False,False,False,True,False,False
6322-PJJDJ,False,0,1,0,49,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,94.8,4690.65,3.1599999999999997,True,True,False,False,True,False,True,False
6323-AYBRX,True,0,0,0,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.35,1099.6,0.645,True,False,True,False,True,False,False,True
6326-MTTXK,True,0,0,0,8,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,100.85,819.55,3.3616666666666664,True,True,False,False,False,False,True,False
6328-ZPBGN,True,1,0,0,11,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,95.15,997.65,3.171666666666667,False,True,False,False,False,False,False,False
6330-JKLPC,True,0,1,0,11,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,80.5,896.9,2.683333333333333,True,True,False,False,False,False,False,False
6331-EWIEB,True,0,0,0,20,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,85.25,1734.5,2.841666666666667,True,True,False,False,False,False,True,False
6331-LWDTQ,True,0,0,0,10,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,72.15,794.25,2.4050000000000002,True,False,False,False,False,True,False,False
6332-FBZRI,False,0,1,1,67,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,69.35,4653.25,2.3116666666666665,True,False,False,True,False,True,False,False
6333-YDVLT,False,0,0,0,65,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,110.0,7138.65,3.6666666666666665,True,True,False,True,False,True,False,False
6338-AVWCY,True,0,0,0,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,40.15,130.75,1.3383333333333334,True,False,False,False,False,False,False,True
6339-DKLMK,False,0,0,0,13,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,31.65,389.95,1.055,False,False,False,False,False,False,True,False
6339-RZCBJ,False,0,0,0,48,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,78.9,3771.5,2.6300000000000003,True,False,False,False,True,True,False,False
6339-TBELP,False,0,0,0,71,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,86.4,6172.0,2.8800000000000003,True,True,False,False,True,True,False,False
6339-YPSAH,False,0,0,0,9,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,73.8,704.3,2.46,True,True,False,False,False,False,True,False
6340-DACFT,False,0,1,1,50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.55,1070.25,0.685,False,False,True,False,True,True,False,False
6341-AEVKX,False,0,1,0,62,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,104.3,6613.65,3.4766666666666666,False,True,False,True,False,False,True,False
6341-JVQGF,False,0,1,1,31,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,81.15,2545.75,2.705,False,False,False,True,False,False,False,True
6344-SFJVH,False,0,0,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.9,505.95,0.83,False,False,False,False,False,True,False,False
6345-FZOQH,False,0,1,0,69,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.9,1363.45,0.6633333333333333,True,False,True,False,True,False,False,True
6345-HOVES,False,0,0,0,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.05,852.7,0.8350000000000001,True,False,False,False,False,False,False,False
6345-ULYRW,True,1,1,0,44,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,88.4,3912.9,2.9466666666666668,True,True,False,True,False,False,False,True
6347-DCUIK,True,0,0,0,10,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,74.15,811.8,2.4716666666666667,True,True,False,False,False,False,False,True
6348-SNFUS,False,0,1,1,72,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1,55.45,4179.2,1.8483333333333334,True,False,False,False,True,True,False,False
6349-JDHQP,False,0,0,0,53,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.85,1049.6,0.6616666666666667,False,False,True,False,True,True,False,False
6350-XFYGW,False,1,0,0,4,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,94.75,422.4,3.158333333333333,True,True,False,False,False,False,True,False
6351-SCJKT,False,0,0,0,3,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,41.35,107.25,1.3783333333333334,True,False,False,False,False,False,False,True
6352-GIGGQ,False,0,0,0,67,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,88.8,5903.15,2.96,True,False,False,True,False,False,False,False
6352-TWCAU,True,0,0,0,35,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,86.45,3029.1,2.881666666666667,False,True,False,False,False,False,True,False
6353-BRMMA,False,0,1,1,54,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,104.1,5645.8,3.4699999999999998,False,True,False,False,False,False,False,False
6356-ELRKD,True,0,0,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,95.6,95.6,3.1866666666666665,False,True,False,False,False,False,True,False
6357-JJPQT,False,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,80.5,232.35,2.683333333333333,False,True,False,False,False,False,True,False
6358-LYNGM,True,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,74.9,74.9,2.496666666666667,True,True,False,False,False,False,True,False
6360-SVNWV,False,1,0,0,31,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,73.55,2094.65,2.4516666666666667,False,True,False,False,False,True,False,False
6362-QHAFM,False,0,1,0,42,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,108.3,4586.15,3.61,True,True,False,True,False,False,True,False
6365-HITVU,False,0,1,1,71,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,87.25,6328.7,2.908333333333333,False,False,False,False,True,True,False,False
6365-MTGZX,True,0,0,0,24,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,96.0,2122.45,3.2,True,True,False,False,False,False,True,False
6366-XIVKZ,False,0,1,1,13,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,63.15,816.8,2.105,False,False,False,False,False,False,False,True
6366-ZGQGL,True,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.8,24.8,0.8266666666666667,True,False,False,False,False,False,False,False
6368-NWMCE,False,0,0,0,38,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,68.15,2656.3,2.271666666666667,False,False,False,False,False,True,False,False
6368-TZZDT,False,0,1,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.5,96.85,0.65,True,False,True,False,True,True,False,False
6369-MCAKO,False,0,1,1,68,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,89.05,6185.8,2.9683333333333333,False,False,False,False,True,False,False,False
6370-ZVHDV,False,0,1,0,61,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.3,1554.9,0.8433333333333334,False,False,True,False,True,False,False,False
6371-NZYEG,False,0,1,1,16,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,64.25,1024.0,2.1416666666666666,True,False,False,False,True,False,False,True
6372-RFVNS,True,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,78.8,78.8,2.6266666666666665,False,True,False,False,False,False,True,False
6374-AFWOX,False,0,1,0,46,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,65.65,3047.15,2.1883333333333335,True,False,False,False,True,False,False,True
6374-NTQLP,False,1,1,1,72,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,104.1,7447.7,3.4699999999999998,True,True,False,False,True,True,False,False
6376-GAHQE,True,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,77.85,299.2,2.5949999999999998,True,True,False,False,False,False,True,False
6377-KSLXC,False,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.95,107.05,0.6649999999999999,True,False,True,False,False,False,False,True
6377-WHAOX,False,0,1,0,60,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,106.15,6411.25,3.5383333333333336,False,True,False,False,False,False,True,False
6379-RXJRQ,True,0,1,0,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,70.1,659.65,2.3366666666666664,True,True,False,False,False,False,True,False
6380-ARCEH,False,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.2,20.2,0.6733333333333333,True,False,True,False,False,False,False,True
6381-LOPCO,True,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69.8,69.8,2.3266666666666667,True,True,False,False,False,False,True,False
6383-ZTSIW,False,1,1,0,39,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,99.1,3877.95,3.3033333333333332,False,True,False,True,False,False,False,True
6384-VMJHP,False,0,0,0,72,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1,73.0,5265.2,2.433333333333333,False,False,False,False,True,True,False,False
6385-MVEPL,True,0,1,1,64,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,69.25,4447.75,2.308333333333333,True,False,False,False,True,False,False,True
6386-SZZKH,True,0,1,1,49,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,107.95,5293.2,3.5983333333333336,False,True,False,False,True,False,False,False
6388-TABGU,False,0,0,1,62,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,56.15,3487.95,1.8716666666666666,True,False,False,True,False,False,False,False
6390-DSAZX,True,0,0,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,73.6,73.6,2.453333333333333,False,True,False,False,False,False,False,True
6393-WRYZE,True,0,1,0,34,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,97.65,3207.55,3.2550000000000003,False,True,False,False,False,False,True,False
6394-HHHZM,False,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.7,57.5,0.69,True,False,True,False,False,False,False,True
6394-MFYNG,True,0,0,0,48,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,107.4,5121.3,3.58,False,True,False,False,False,False,False,False
6397-JNZZG,True,1,1,0,43,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,55.55,2342.2,1.8516666666666666,False,False,False,False,False,True,False,False
6400-BWQKW,True,0,0,0,6,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,79.05,434.5,2.635,False,True,False,False,False,False,True,False
6402-EJMWF,False,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,55.3,238.5,1.8433333333333333,True,False,False,False,False,False,False,True
6402-SSEJG,False,0,0,0,25,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,61.05,1540.2,2.0349999999999997,False,False,False,True,False,False,True,False
6402-ZFPPI,True,1,0,0,25,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,102.8,2660.2,3.4266666666666667,False,True,False,False,False,False,False,True
6407-GSJNL,False,0,0,0,51,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.95,1288.0,0.8316666666666667,False,False,True,False,True,False,False,False
6407-UTSLV,False,1,0,0,2,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,83.8,163.7,2.7933333333333334,False,True,False,False,False,False,False,False
6408-OTUBZ,False,0,0,0,66,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,104.55,6779.05,3.485,False,True,False,True,False,False,False,False
6408-WHTEF,False,0,1,1,72,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,89.4,6376.55,2.98,True,False,False,False,True,False,False,True
6410-LEFEN,True,0,0,0,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45.15,416.45,1.505,False,False,False,False,False,False,True,False
6413-XKKPU,True,0,1,1,17,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,89.4,1539.45,2.98,True,True,False,False,False,False,True,False
6416-JNVRK,False,0,0,0,46,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,55.65,2688.85,1.855,False,False,False,True,False,True,False,False
6416-TVAIH,True,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,68.5,68.5,2.283333333333333,True,True,False,False,False,False,True,False
6416-YJTTB,False,0,0,0,11,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,79.5,795.65,2.65,True,True,False,False,False,False,False,False
6418-HNFED,False,0,1,0,51,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,83.25,4089.45,2.775,True,False,False,False,True,True,False,False
6418-PIQSP,False,0,1,0,62,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,81.0,4985.9,2.7,False,False,False,False,True,False,False,True
6419-ZTTLE,False,1,1,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.75,485.2,0.6916666666666667,True,False,True,True,False,False,True,False
6421-SZVEM,False,0,1,1,28,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,82.85,2320.8,2.7616666666666663,False,True,False,True,False,False,False,False
6424-ELEYH,True,0,1,0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,74.75,229.5,2.4916666666666667,False,True,False,False,False,True,False,False
6425-JWTDV,False,0,1,0,48,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.25,855.1,0.6416666666666667,True,False,True,False,True,False,False,True
6425-YQLLO,True,1,1,0,66,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,105.95,6975.25,3.5316666666666667,False,True,False,True,False,True,False,False
6427-FEFIG,False,0,1,1,24,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,78.6,1846.65,2.6199999999999997,False,False,False,False,True,True,False,False
6429-SHBCB,False,0,0,0,19,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,69.6,1394.55,2.32,True,False,False,False,False,False,False,True
6432-TWQLB,True,0,1,0,5,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,85.4,401.1,2.8466666666666667,True,True,False,False,False,False,True,False
6434-TTGJP,False,0,1,1,10,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,53.7,521.0,1.79,True,False,False,False,True,True,False,False
6435-SRWBJ,False,0,0,0,5,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,82.75,417.75,2.7583333333333333,False,True,False,False,False,False,True,False
6435-VWCCY,False,1,1,0,65,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,92.7,5968.4,3.0900000000000003,True,True,False,False,True,True,False,False
6437-UDQJM,False,1,1,0,72,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,84.1,6129.65,2.8033333333333332,False,False,False,False,True,True,False,False
6437-UKHMV,True,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,79.7,586.05,2.6566666666666667,False,True,False,False,False,False,True,False
6439-GTPCA,True,0,0,0,45,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,87.25,3941.7,2.908333333333333,False,True,False,False,False,False,True,False
6439-LAJXL,False,0,1,0,9,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,68.95,593.85,2.2983333333333333,True,False,False,False,False,False,False,True
6439-PKTRR,False,0,1,1,70,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,80.7,5617.95,2.69,False,False,False,False,True,False,True,False
6440-DKQGE,False,0,0,1,30,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,64.5,1929.95,2.15,True,False,False,True,False,True,False,False
6445-TNRXS,False,0,1,1,68,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,114.7,7849.85,3.8233333333333333,True,True,False,False,True,False,False,False
6447-EGDIV,False,0,0,0,31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.95,683.25,0.6983333333333334,False,False,True,True,False,False,False,True
6447-GORXK,False,0,0,1,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.0,789.2,0.8333333333333334,True,False,False,False,False,True,False,False
6457-GIRWB,True,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69.35,69.35,2.3116666666666665,True,True,False,False,False,False,True,False
6457-USBER,True,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,80.8,80.8,2.6933333333333334,True,True,False,False,False,False,True,False
6458-CYIDZ,False,1,0,0,5,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,80.7,374.8,2.69,False,True,False,False,False,False,True,False
6461-PPAXN,False,0,1,1,35,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,54.95,1916.0,1.8316666666666668,False,False,False,True,False,False,False,False
6461-SZMCV,False,0,1,0,71,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,87.95,6365.35,2.9316666666666666,False,False,False,False,True,False,False,False
6463-CCMII,True,0,0,0,34,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.7,675.6,0.6566666666666666,True,False,True,False,False,False,False,True
6463-HHXJR,False,0,1,1,71,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,100.5,7030.65,3.35,False,True,False,False,True,False,False,False
6463-MVYRY,False,1,0,0,57,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,69.85,4003.0,2.328333333333333,False,False,False,False,True,False,False,False
6464-KEXXH,False,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.25,186.3,0.8416666666666667,True,False,False,False,False,True,False,False
6465-GSRCL,False,0,0,1,67,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,106.6,7244.7,3.5533333333333332,False,True,False,True,False,False,False,False
6467-CHFZW,True,0,1,1,47,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,99.35,4749.15,3.3116666666666665,True,True,False,False,False,False,True,False
6469-MRVET,False,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.2,20.2,0.6733333333333333,True,False,True,True,False,False,True,False
6469-QJKZW,False,0,1,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.15,91.4,0.6716666666666666,False,False,True,False,False,False,True,False
6473-ULUHT,False,0,1,1,16,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,84.9,1398.25,2.83,True,False,False,False,False,False,True,False
6474-FVJLC,True,0,0,0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,86.0,165.45,2.8666666666666667,True,True,False,False,False,False,True,False
6475-VHUIZ,False,0,1,0,23,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,54.25,1221.55,1.8083333333333333,False,False,False,False,False,False,True,False
6476-EPYZR,False,0,1,1,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.5,255.5,0.6833333333333333,True,False,True,False,False,False,False,True
6476-YHMGA,False,0,1,1,15,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,76.5,1155.6,2.55,False,False,False,False,False,False,False,False
6478-HRRCZ,False,0,1,0,32,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,70.5,2201.75,2.35,True,False,False,True,False,False,False,True
6479-OAUSD,False,0,0,0,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.9,510.8,0.6633333333333333,True,False,True,True,False,True,False,False
6479-SZPLM,False,0,1,1,36,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.45,754.5,0.6483333333333333,True,False,True,False,True,True,False,False
6479-VDGRK,False,0,1,1,72,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,85.3,6129.2,2.8433333333333333,False,False,False,False,True,False,False,False
6480-YAGIY,False,0,0,0,45,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,112.2,5031.85,3.74,True,True,False,True,False,True,False,False
6481-ESCNL,False,0,0,0,29,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,100.55,2878.75,3.3516666666666666,False,True,False,False,False,False,False,False
6481-LXPWL,False,0,1,1,56,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,36.1,1971.5,1.2033333333333334,True,False,False,True,False,True,False,False
6481-OGDOO,True,0,1,0,67,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,90.6,6056.15,3.02,True,True,False,True,False,True,False,False
6483-OATDN,False,0,1,1,8,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,51.3,411.6,1.71,True,False,False,False,False,True,False,False
